x,Curve1
-96.803,1.0093
-78.384,0.99767
-61.66,0.96977
-51.901,0.88837
-46.283,0.77442
-41.797,0.64186
-38.061,0.51395
-34.701,0.38837
-31.148,0.2907
-28.345,0.20233
-22.912,0.1093
-16.345,0.04651
-7.329,0.01163
1.693,0.00465
14.098,0
25.751,-0.00465
36.842,0
43.984,-0.00465
