x,Curve1
-93.227,0.99535
-83.811,0.91293
-80.202,0.83276
-76.372,0.66257
-73.741,0.53613
-70.633,0.38538
-67.522,0.24193
-64.162,0.13255
-58.132,0.05488
-48.946,0.02356
-26.688,0.02184
-6.365,0.02494
12.506,0.02555
27.021,0.02115
45.409,0.02662
