x,Curve1
-99.272,0.00965
-87.177,0.00221
-75.078,0.01168
-65.873,0.05984
-59.079,0.13944
-53.727,0.26012
-50.803,0.34945
-44.711,0.5281
-40.812,0.64397
-36.919,0.7357
-31.331,0.83223
-25.51,0.89252
-20.661,0.93351
-12.426,0.97202
-4.196,0.9888
17.824,1.00535
34.033,1.00267
49.757,0.99517
